epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,train_precision_macro,train_recall_macro,train_f1_weighted,train_precision_weighted,train_recall_weighted,val_f1_macro,val_precision_macro,val_recall_macro,val_f1_weighted,val_precision_weighted,val_recall_weighted
1,4.4636676049623984,3.6712041676762595,0.38250156435939564,0.37321160541586074,0.002126811723551336,0.01231578179638562,0.0014969058703766522,0.22550229417836515,0.2289126416248629,0.38250156435939564,0.05734808546939611,0.18821921470122815,0.05071146337882869,0.23174854700866496,0.2850948445494503,0.37321160541586074
2,2.6883115966582105,2.3431885687701675,0.48069517882894003,0.512900580270793,0.19317602452290952,0.4005199875493121,0.15502146107524814,0.3927412540104984,0.463292055919684,0.48069517882894003,0.3376505456476271,0.5291968689648199,0.3209675160132831,0.45976583399864923,0.5530951279534666,0.512900580270793
3,1.7264222306156924,1.7998479884791088,0.5938413469658191,0.5746754352030948,0.44219113814590943,0.6047968004359351,0.3860088754373692,0.5588270561054063,0.5968769339114782,0.5938413469658191,0.4601818774897357,0.638462862257976,0.4202116422689189,0.5323762253431484,0.6196486170119623,0.5746754352030948
4,1.294719933344915,1.556745056646416,0.6667039091629532,0.6262777562862669,0.5958535595217823,0.705827762888568,0.5407410188194886,0.6509479701333725,0.6728298227925567,0.6667039091629532,0.5450546095560959,0.6595962925297547,0.5288306960990581,0.6030590569605588,0.6591518382805303,0.6262777562862669
5,1.0661431840213949,1.4085964675409248,0.7076163070167462,0.648925338491296,0.6735048377420187,0.7502601026549189,0.629148432940052,0.6979165253782659,0.7118206666054572,0.7076163070167462,0.5755456281328867,0.6822503513996405,0.55623670711848,0.6288036867467168,0.6766643686882905,0.648925338491296
6,0.9281357610673112,1.3455506943794617,0.7349720031699427,0.6553872340425532,0.7157812155825044,0.7794863941102211,0.6772476903669267,0.7279802845617216,0.7385379632127418,0.7349720031699427,0.591772021989013,0.687842969235275,0.5746324402823906,0.6382663156265059,0.6861577235264459,0.6553872340425532
7,0.8270923178093683,1.3265879793339466,0.7552284567315812,0.6544618955512572,0.7498856179096702,0.8012203158592751,0.7164538287273032,0.7498686217613367,0.7576447300719887,0.7552284567315812,0.5881457818915348,0.7045611786826207,0.5597768745571831,0.6342163633445862,0.6917508520819875,0.6544618955512572
8,0.7528476241286894,1.3432919293282979,0.7731094019981032,0.6551117988394584,0.7740759710167979,0.8179835180970213,0.7456464360763612,0.7683862604827589,0.7738460515978262,0.7731094019981032,0.5821789199498224,0.7262325229305104,0.544220304505657,0.6279234425373355,0.7013134724215594,0.6551117988394584
9,0.6877902182113709,1.2686549547206925,0.7862802541150793,0.6764410058027079,0.7931825849273159,0.8300930431456058,0.7677191569397203,0.7824653118429545,0.7874178166475722,0.7862802541150793,0.6208756412989875,0.704893677052106,0.6104195614512661,0.6604804884320381,0.702883644294036,0.6764410058027079
10,0.636987889659948,1.2854419088507274,0.7996739116313513,0.6659218568665377,0.8078990449191378,0.8405728465804457,0.7859783265032592,0.7958751718311267,0.7997563809558724,0.7996739116313513,0.6069026623884399,0.7115376102535035,0.5823091946138316,0.647106084571692,0.6975801343439405,0.6659218568665377
11,0.6052108474934709,1.2698494443692356,0.8077566159562444,0.6693044487427466,0.8202041995186012,0.8490859701468187,0.7995299981043995,0.804596776188538,0.8077984313733317,0.8077566159562444,0.6131191382570292,0.7256667654199986,0.5877330677557023,0.651402184722838,0.7074076464594935,0.6693044487427466
12,0.5606505332299915,1.3023046477731453,0.8173950606056669,0.6680603481624758,0.8315771596388888,0.8579691197346653,0.8132077294474191,0.814570782790213,0.8174735175921691,0.8173950606056669,0.6048456005775564,0.7428434381919596,0.5672462219493263,0.6435533064304236,0.7109136095363842,0.6680603481624758
13,0.5425902917461805,1.260753388505384,0.8231301885076585,0.6800959381044488,0.8383941288894701,0.8607652564821819,0.82276323544372,0.8203104593896323,0.8225072993727546,0.8231301885076585,0.6206609330740885,0.7259002884895304,0.59449416906317,0.6617610735185673,0.7117971459542562,0.6800959381044488
14,0.5181375205436917,1.2496168412357929,0.8301807127174464,0.6826862669245648,0.846805971592187,0.8693420329891783,0.8309234821076791,0.8276582938249771,0.8300424457530167,0.8301807127174464,0.6309381101774376,0.7124140687203872,0.6188622773601579,0.6687647103698984,0.7109015618713868,0.6826862669245648
15,0.4946556167212632,1.265934241105275,0.8348005144661115,0.6796131528046422,0.8521049445288672,0.870805482868226,0.8385184079330595,0.8322337019582693,0.8336780013029966,0.8348005144661115,0.6223395206593068,0.728408731122626,0.5970041104869999,0.6634993009688129,0.7115258909596777,0.6796131528046422
16,0.4689595527926974,1.277341609977814,0.8422985982097618,0.6828193423597679,0.8609770825557123,0.879338943308831,0.8479298765306856,0.8403046487590655,0.8422109844193559,0.8422985982097618,0.6247714973419465,0.7338411368401339,0.5941495427088429,0.6655396608399881,0.7143690770104608,0.6828193423597679
17,0.4548577284365493,1.2730696574751152,0.8462545308095046,0.6870653771760155,0.8648213285862085,0.8815010051624528,0.8531444605610918,0.8439573645456976,0.8452702393827001,0.8462545308095046,0.6370643360645536,0.7276181903328186,0.6134586296001513,0.6761881836758281,0.7180343713263073,0.6870653771760155
18,0.4418486439031187,1.2553082927163826,0.8500259831369441,0.6927319148936171,0.8687394632233039,0.8839121278275689,0.8574797075966241,0.8482426596052444,0.8497124533817593,0.8500259831369441,0.6372678515138398,0.7084497765018561,0.625855420452695,0.6794406117153634,0.7117237658467923,0.6927319148936171
19,0.42047442427908766,1.2745887906436462,0.8567705559092149,0.6911814313346228,0.8765458377074177,0.8912590482715592,0.8660596039156697,0.8549146235989827,0.8562575762951997,0.8567705559092149,0.6400455245887908,0.7257437833348575,0.6246503900506299,0.6772888622560722,0.719479936395064,0.6911814313346228
20,0.41082674408726017,1.3043635343930808,0.8598560534213295,0.6873500967117988,0.8794980160867677,0.8938090977354587,0.869514821128671,0.8579605012274981,0.8593376540467754,0.8598560534213295,0.6363626562173403,0.7243292610981255,0.6164055768022472,0.6726761346474782,0.7162441094090168,0.6873500967117988
21,0.4021126059440761,1.29237610029887,0.8618580541228743,0.6911133462282398,0.8821524833131588,0.8955233086577843,0.872498796529533,0.8603372596798236,0.8614080654039226,0.8618580541228743,0.6294045858053084,0.7159777794179689,0.6081907570743278,0.6752839885254063,0.7151340555691055,0.6911133462282398
22,0.39385444433216116,1.3256839248071235,0.863494991750354,0.6840294003868472,0.8836499362443145,0.8957925715741898,0.8750850498306262,0.8617039736953881,0.8625358464633335,0.863494991750354,0.6248540798000184,0.7269492623170623,0.598522010813743,0.6661770727970244,0.7148312846601796,0.6840294003868472
23,0.3849771390331974,1.313045273703265,0.8652423577098463,0.6932301740812379,0.8860832800828343,0.8979447905081566,0.8773690416178446,0.8637221246692589,0.8646894800120583,0.8652423577098463,0.6431925513244234,0.7219232021868134,0.6280467999174224,0.6792941376236836,0.7147574091807033,0.6932301740812379
24,0.36784055101967367,1.3368708706763854,0.8718602626895146,0.6885292069632495,0.8904775350581585,0.9022904739857094,0.8819544655579443,0.8701714777352069,0.8709431838053644,0.8718602626895146,0.6300259046461136,0.7265952145936001,0.6041592508225284,0.6715174874573973,0.7167442230347917,0.6885292069632495
25,0.3519499168878586,1.3303972877651813,0.8771400361165603,0.6904510638297873,0.8967891720650507,0.9088914100856897,0.8884070350974057,0.8754377090914318,0.8762380732568834,0.8771400361165603,0.6379768386546381,0.7356393395110653,0.6141317228181009,0.6759890653629511,0.7187232092884843,0.6904510638297873
26,0.35597429330643,1.3279635367623295,0.8763540462240006,0.6937779497098646,0.8966607010730748,0.9070889015938731,0.8894310718253419,0.8748969322686128,0.8756516108381905,0.8763540462240006,0.6333878900092788,0.7169284418773476,0.614449610774768,0.6797008836866187,0.7177995537316895,0.6937779497098646
27,0.34422853760840744,1.3705630367060742,0.8805685110363374,0.6851466150870407,0.9004932971728755,0.911518838445222,0.8925517446019866,0.8791243824034212,0.879868732843734,0.8805685110363374,0.628289359094713,0.7210124358693779,0.6064721082184281,0.6695638077792746,0.7111917700318919,0.6851466150870407
28,0.3406214146567733,1.3439699501158244,0.8805243397035324,0.6947280464216634,0.8993313829577765,0.9098380228764364,0.891901933350942,0.8789567374321648,0.8795618915630179,0.8805243397035324,0.6428727060970654,0.7190372459723259,0.6297405384051555,0.6796595986109741,0.7132331185433897,0.6947280464216634
29,0.32980236760652737,1.3639736513057388,0.8839144894963169,0.6911442940038685,0.9037840816525837,0.9128160657803893,0.8975171909040508,0.8825570169747597,0.8831965165425248,0.8839144894963169,0.6370470076250421,0.7226371008886646,0.6181885416485511,0.6780300521165425,0.716277456984532,0.6911442940038685
30,0.32699189594779515,1.4210909569119832,0.8845224949008094,0.6874336557059961,0.9038087925658099,0.9138323158581853,0.8968225236237725,0.8831973813574366,0.8838880994924334,0.8845224949008094,0.6295686028878372,0.727453813897898,0.6037265956408147,0.66845785745481,0.7137735263781059,0.6874336557059961
31,0.32369614238713446,1.3688397662467267,0.8843815363828875,0.6929176015473888,0.9042483379647149,0.9127823231365007,0.8980810928045257,0.8830845214245902,0.8836666299624631,0.8843815363828875,0.6382516764497255,0.7210071977491516,0.6221457251937562,0.6794398294545448,0.7152572780109069,0.6929176015473888
32,0.3104516492692139,1.4149614525846688,0.8898776194249932,0.6862978723404255,0.9089795395090134,0.9176334864744566,0.9031095332552563,0.8885770526238136,0.8891563283599881,0.8898776194249932,0.634038137054989,0.7297839430113645,0.6096335880736052,0.6720634569084838,0.7168194924359738,0.6862978723404255
33,0.30591389526870233,1.3825115798467613,0.8914632403570083,0.6949446808510639,0.9101183302907826,0.9193524737614635,0.9035323929755404,0.8902826078430734,0.8907015290617546,0.8914632403570083,0.636352044853893,0.7130594952774633,0.6206236168090868,0.6805494350459765,0.7154247159427704,0.6949446808510639
34,0.30062705669901646,1.3987549047872245,0.8927097813519026,0.6951334622823985,0.91213969214728,0.9210141210474811,0.9059624274610589,0.8914984395470495,0.8920272301567908,0.8927097813519026,0.6399846949160842,0.7159250584983095,0.6253081631247142,0.6813893712933692,0.7136080287482967,0.6951334622823985
35,0.2972533511292519,1.4361575281763652,0.893635430605537,0.6908193423597679,0.912944276319726,0.9210147904063095,0.9072404163017067,0.8924136186537511,0.8927113252150902,0.893635430605537,0.6372738693134369,0.7154906774820795,0.6222666475275143,0.6766174679426884,0.7146071083390695,0.6908193423597679
36,0.29416652916663455,1.4904007645974677,0.8944649422524782,0.6853230174081237,0.9137141342172548,0.9211936328304927,0.9087285718835902,0.8932850966495697,0.8937360583752194,0.8944649422524782,0.6266455317179822,0.7250418914857286,0.5985558225485232,0.6665200007525489,0.7118124760127642,0.6853230174081237
37,0.2954065109186134,1.4496416589581822,0.8946929442791628,0.6900827852998066,0.9121846106648157,0.9198013851891332,0.9068488435850994,0.8934333627249255,0.893701690868905,0.8946929442791628,0.6316972981099694,0.7174591144697468,0.6118079330630903,0.675320581145291,0.7140789694481812,0.6900827852998066
38,0.29067601561146833,1.451988427394844,0.8968820235667052,0.692685493230174,0.9161783670909442,0.9242570912486805,0.9106485732634706,0.8956267618120283,0.8960411897287287,0.8968820235667052,0.6346019962205881,0.7155611525131229,0.6156039906892836,0.6792042589309901,0.7117985093474847,0.692685493230174
