epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,train_precision_macro,train_recall_macro,train_f1_weighted,train_precision_weighted,train_recall_weighted,val_f1_macro,val_precision_macro,val_recall_macro,val_f1_weighted,val_precision_weighted,val_recall_weighted
1,4.235524183081598,3.151239603215998,0.4113137913866069,0.44460310162508176,0.01429142913180032,0.07183440491724315,0.009950391195915485,0.2563527865226001,0.24580622616882333,0.4113137913866069,0.022554403243400457,0.07192796882451437,0.01885176484994682,0.30007785420027905,0.34130219680744894,0.44460310162508176
2,2.4993062919562625,1.9686358885331587,0.5030034098159248,0.5559624115346997,0.2114171749354879,0.44067314672979646,0.16794373140030744,0.4157574101919914,0.48528768365888636,0.5030034098159248,0.30965743092293974,0.5725786465299805,0.26554073974484593,0.48405334072982553,0.5841026594890097,0.5559624115346997
3,1.6321131593173313,1.5506883854215796,0.6033850944472815,0.6090360470454641,0.4652954442395404,0.622144861401179,0.4042958008035559,0.5699049924892792,0.604802420659536,0.6033850944472815,0.45691640827969704,0.6570206659956142,0.4096344097432918,0.5656805871882884,0.6281718561704411,0.6090360470454641
4,1.2571063041687012,1.3535450214689428,0.6632828623975089,0.647221119447839,0.5966843765926161,0.7015944935355358,0.542788686826025,0.6466606803433913,0.6661548158753974,0.6632828623975089,0.540637291335775,0.6866887170028672,0.503834305537856,0.6180337734985389,0.6615430398762613,0.647221119447839
5,1.0554382492279268,1.2761741573160346,0.6998019784673433,0.6561924046814805,0.6609687270685124,0.7379452736322717,0.6157232278702188,0.6890295614065233,0.7018147943217522,0.6998019784673433,0.5574836596347759,0.6928317308252272,0.5234018708583021,0.6281137598233065,0.666836540220781,0.6561924046814805
6,0.9420096458694369,1.2145640110427682,0.7197508374712676,0.669623827023862,0.6952180840680402,0.7570019480465373,0.6567890600646459,0.7117870645533754,0.7204553538465619,0.7197508374712676,0.5855523989594816,0.6992185095870163,0.5590270557428828,0.6451051151622552,0.676703085545865,0.669623827023862
7,0.8496532481663006,1.1811149285598235,0.7384049403001287,0.6737978588680433,0.7213152752497785,0.7720994777284952,0.6885355412556016,0.7312093927027425,0.7375440251122568,0.7384049403001287,0.6116344903545469,0.6984860103473708,0.597011506868641,0.65629513207921,0.6821718608221423,0.6737978588680433
8,0.7815216871880993,1.161390239542181,0.7539582456740536,0.6772688258373015,0.7449550839825103,0.7885704548488467,0.715773561236791,0.748552325468856,0.7537512388799219,0.7539582456740536,0.6135011010758041,0.6973237059262153,0.6015568485625408,0.6582370019055247,0.6833389590198374,0.6772688258373015
9,0.7296532655192405,1.1389363971623507,0.7645422843394434,0.6816646447082725,0.7588133241253223,0.797202078618826,0.7329390530589424,0.7592716225397246,0.7635925643893343,0.7645422843394434,0.6241060036081977,0.7041362279287943,0.6096058247487917,0.6643391686034475,0.6865746574361683,0.6816646447082725
10,0.6886202345803841,1.1482897685332731,0.7763517841290611,0.67802955533919,0.7730704446653559,0.8077093043739032,0.7495710198316068,0.771404403315996,0.7746835710180007,0.7763517841290611,0.6105412755577603,0.7122948282644143,0.5821144010615155,0.6552522371852985,0.6859533831871476,0.67802955533919
11,0.6569152665660554,1.1300541146235032,0.7809764484226324,0.6819795822863137,0.7823390957874945,0.8131439472821322,0.7611074638138541,0.7763956749713316,0.7791364837564919,0.7809764484226324,0.6228341487583037,0.699799580546267,0.6100076522747201,0.6668994858257731,0.6883232336182564,0.6819795822863137
12,0.6164247942800375,1.1582744259725917,0.7923202355282593,0.6825628821667705,0.7930244933099981,0.8219935945816322,0.7724474561461416,0.788196649887215,0.7902439558605244,0.7923202355282593,0.6112284279336726,0.7117531232678376,0.5859249985836483,0.6593780075853233,0.689203419086215,0.6825628821667705
13,0.5936958279038212,1.1679348848082802,0.7983489049509129,0.685213237136907,0.8018618875701714,0.8279325377734006,0.7827695359719198,0.7944696596292499,0.79595921285075,0.7983489049509129,0.6101347457477391,0.7296232844968747,0.5756472620326026,0.6602664857099758,0.6929394203949405,0.685213237136907
14,0.5791357696517226,1.1253235394304448,0.8022094508460863,0.6886021429062529,0.8063746323628896,0.830687951196433,0.7886395843610691,0.7980629602240121,0.7995169427522238,0.8022094508460863,0.6292074014135295,0.7083840289506304,0.6124695875186581,0.6717763394004022,0.6915087150339021,0.6886021429062529
15,0.5485112458928344,1.138234252279455,0.8092163666170156,0.6893872689810883,0.8155014295831816,0.8379085226512198,0.7993810816810349,0.8057229176751706,0.8069725454365702,0.8092163666170156,0.6272077393662976,0.7152038006141843,0.6094537004568366,0.6705391244524441,0.6941392417680753,0.6893872689810883
16,0.5335332334579266,1.139992458711971,0.8130375828887421,0.6861513962602271,0.8196860984059359,0.8405228972392016,0.8048953435576707,0.8094300570344319,0.8105968743834692,0.8130375828887421,0.6352571304589814,0.7120236059253342,0.6209844667999529,0.6721576521781981,0.6953622211090092,0.6861513962602271
17,0.5204894488542965,1.164697424119169,0.8172876793399615,0.6876595480423968,0.8247704608717722,0.8457508063634256,0.8096063809504047,0.8138492250812849,0.8147234881624132,0.8172876793399615,0.6272695520968171,0.7041174045992548,0.6122756196498719,0.6704108854842032,0.6914022557759111,0.6876595480423968
18,0.507669738465056,1.1765700177712874,0.8186192680195225,0.6867480033622914,0.8280438312396342,0.8460375566497095,0.8154065362489169,0.8152186125535165,0.815859307028786,0.8186192680195225,0.6140169961064967,0.7177540395818122,0.5836717355729352,0.6670475946397676,0.6937881936410543,0.6867480033622914
19,0.48967823893139045,1.1665420212528923,0.8261268561397288,0.6866149311462175,0.8340059617192231,0.8542244735794587,0.8194136666020755,0.822989265253721,0.8240172163517666,0.8261268561397288,0.647080530260385,0.6989509047478836,0.646654146074971,0.6755189428514113,0.6916183270057955,0.6866149311462175
